type,obfuscated_package,obfuscated_class,meaningful_name,notes
class,com.corrodinggames.rts.gameFramework,ai,InputProvider,Abstract input provider (keyboard/mouse/touch check key state GlobalState)
class,com.corrodinggames.rts.gameFramework,aj,AbstractInputConfig,Empty abstract base class for input configurations
class,com.corrodinggames.rts.gameFramework,ak,NullInput,"Null/disabled input trigger (always returns false c()=""None"")"
class,com.corrodinggames.rts.gameFramework,al,DefaultInputConfig,Default input configuration (extends AbstractInputConfig)
class,com.corrodinggames.rts.gameFramework.a,b,SoundInstance,Individual sound playback instance (SoundPool ID position volume priority play)
class,com.corrodinggames.rts.gameFramework.a,c,SoundPlayRequest,Sound play request data holder (SoundInstance position priority volume flags)
class,com.corrodinggames.rts.gameFramework.a,d,SoundThread,Audio worker thread (extends Thread blocking queue take+play+recycle)
class,com.corrodinggames.rts.gameFramework.a,e,SoundRegistry,Static sound effect registry (ArrayList 26 static Sound references d-F)
class,com.corrodinggames.rts.gameFramework.a,f,NullSoundFactory,Null/stub sound factory (returns Null sounds for OOM/missing fallback)
class,com.corrodinggames.rts.gameFramework.a,g,NullSound,Silent/null sound (no-op play returns 0 sound ID for missing/failed sounds)
class,com.corrodinggames.rts.gameFramework.a,h,SoundFactory,Abstract sound factory base (HashMap sound cache create Sound from resource/file)
class,com.corrodinggames.rts.gameFramework.a,i,Sound,Abstract sound base (float volume=1.0 String name loaded flags play+getSoundId)
class,com.corrodinggames.rts.gameFramework.k,l,PathFinder,Main pathfinding manager (static solver instances PathSolverRunner worker thread movement costs)
class,com.corrodinggames.rts.gameFramework.k,i,PathSolver,A* path solver instance (per tile chunk byte[] cost maps short[] g HashMap h PathNode)
class,com.corrodinggames.rts.gameFramework.k,o,PathSolverRunner,Pathfinding worker thread (implements Runnable byte[] cost arrays LinkedList job queue Thread w)
class,com.corrodinggames.rts.gameFramework.k,d,FastNodeQueue,"v19.110 修正: extends k.j 队列实现+静态统计a-u (02测试日志 Testing FastNodeQueue), 原AStarSearch误标"
class,com.corrodinggames.rts.gameFramework.k,k,PathCostCalculator,Base path cost calculator (extends from parent movement type byte[] terrain cost arrays)
class,com.corrodinggames.rts.gameFramework.k,f,PathCostCalc,Movement cost calculator implementation (extends k terrain costs step calculator path steps)
class,com.corrodinggames.rts.gameFramework.k,n,AStarNode,A* search node (implements Comparable short x/y int cost Manhattan+diagonal heuristic)
class,com.corrodinggames.rts.gameFramework.k,e,NodeQueue,Two-level priority node queue (extends j low/high cost buckets threshold split)
class,com.corrodinggames.rts.gameFramework.k,m,NodePool,Pre-allocated A* node pool (1000 nodes avoid GC during search allocates on empty)
class,com.corrodinggames.rts.gameFramework.k,p,PathNode,Final path position node (short x/y cost from terrain arrays o.b/o.c/o.d)
class,com.corrodinggames.rts.gameFramework.k,g,TerrainCost,Terrain movement cost map (byte[] cost arrays width/height per-tile movement cost)
class,com.corrodinggames.rts.gameFramework.k,b,UnitListIterator,Iterator for UnitList (ConcurrentModificationException-safe n PathNode iteration)
class,com.corrodinggames.rts.gameFramework.j,ab,MasterServerClient,Master server listing client (implements Runnable HTTP POST action=get game_id CORRODINGGAMES header)
class,com.corrodinggames.rts.gameFramework.j,g,GameServerInfo,Server listing entry (name map players IP port ping current/max players game ID)
class,com.corrodinggames.rts.gameFramework.j,ah,MatchConfig,Match/game configuration (implements Cloneable map fogMode credits incomeMultiplier noNukes sharedControl spectators randomSeed)
class,com.corrodinggames.rts.gameFramework.j,d,ReceiveWorker,"Network receive worker thread (implements Runnable ""ReceiveWorker-{id}"" DataInputStream 20MB limit iOS EBADF detection)"
class,com.corrodinggames.rts.gameFramework.j,y,MasterServerCreate,"Master server game creation (implements Runnable ""StartCreateOnMasterServer"" action=add user_id game_name private_token)"
class,com.corrodinggames.rts.gameFramework.j,v,ErrorReporter,"Crash/error telemetry reporter (implements Runnable ""SendErrorReport"" game_version device_model sdk_version)"
class,com.corrodinggames.rts.gameFramework.j,i,SteamInputStream,Steam socket input stream (extends InputStream LinkedBlockingDeque ByteBuffer blocking take)
class,com.corrodinggames.rts.gameFramework.j,ak,ChecksumCalculator,Anti-cheat game state checksum (13 fields: UnitPos UnitDir UnitHp UnitId Waypoints TeamCredits CommandCenter)
class,com.corrodinggames.rts.gameFramework.j,an,ServerConnector,Async game server connector (implements Runnable Socket Thread callback address+UDP flag)
class,com.corrodinggames.rts.gameFramework.j,p,SelfInfoFetcher,"Master server self-info fetcher (implements Runnable ""GetOwnInfoRunnable"" action=self_info port+id)"
class,com.corrodinggames.rts.gameFramework.j,u,ServerListFetcher,"Server list fetcher from master (implements Runnable ""LoadFromMasterServer"" DNS failure cleartext HTTP detection)"
class,com.corrodinggames.rts.gameFramework.j,ac,NetworkAuth,"Player authentication/authorization handler (join permit ban kick ""new player Joining packageName appVersion playerName ip id"")"
class,com.corrodinggames.rts.gameFramework.j,r,HttpClientPool,Thread-safe HTTP client pool (ReentrantLock 300ms timeout AndroidHttpClient 30s connection timeout)
class,com.corrodinggames.rts.gameFramework.j,b,ChatMessage,Single chat message entry (playerId playerName message connectId timestamp nanos formatted output)
class,com.corrodinggames.rts.gameFramework.j,aq,SecurityHasher,Master server auth token hasher (static hash keys tx _ timestamps challenge-response tokens)
class,com.corrodinggames.rts.gameFramework.j,f,DebugPacketBuilder,"Debug trace packet builder (extends PacketBuilder logs all serialized values ""|value <string>"")"
class,com.corrodinggames.rts.java,e,Slick2DRenderer,Desktop Slick2D/OpenGL rendering bridge (1669 lines LWJGL GL11/13/14/20 Slick2D Graphics Image Font Texture)
class,com.corrodinggames.rts.java,u,DesktopGameContainer,Desktop game window/container (840 lines LWJGL Display Mouse Slick2D BasicGame GameContainer)
class,com.corrodinggames.rts.java,s,SlickTexture,Slick2D-based texture (extends gameFramework.m.e Image ImageData ByteBuffer file reload)
class,com.corrodinggames.rts.java,a,TextureProxy,Texture wrapper/proxy (extends SlickTexture delegates Image Bitmap to inner texture)
class,com.corrodinggames.rts.java,b,GameWindow,Slick2D AppGameContainer window (extends AppGameContainer Display Graphics Music input polling)
class,com.corrodinggames.rts.java,n,DesktopMusicPlayer,Desktop music player (extends PacketBuilder Slick2D Music queued playback)
class,com.corrodinggames.rts.java.c,b,SteamManager,Steam API integration (SteamFriends SteamMatchmaking SteamNetworking SteamUtils SteamUGC lobby)
class,com.corrodinggames.rts.java.c,g,SteamWorkshop,Steam Workshop mod manager (SteamUGC UGCQuery subscriptions download install mod files)
class,com.corrodinggames.rts.gameFramework.j,at,CompressedStream,GZIP compressed output stream (GZIPOutputStream BufferedOutputStream ByteArrayOutputStream DataOutputStream)
class,com.corrodinggames.rts.gameFramework.j,ai,GameModeEnum,Game mode enum (3 values a/b/c with anonymous subclasses abstract getDisplayName)
class,com.corrodinggames.rts.gameFramework.j,aa,MasterServerUpdate,"Master server listing updater (implements Runnable action=update id private_token ""GAME UPDATED"")"
class,com.corrodinggames.rts.gameFramework.j,ae,PasswordManager,Password-protected game manager (send password packet 118 exit password mode server/client)
class,com.corrodinggames.rts.gameFramework.j,q,ServerListLoader,Server list fetch orchestrator (implements Runnable action=list game_version 5s timer timeout)
class,com.corrodinggames.rts.gameFramework.j,av,KeepAliveTimer,Periodic keep-alive ping timer (extends TimerTask 1s interval packet 108 toggle heartbeat)
class,com.corrodinggames.rts.gameFramework.j,z,MasterServerRemove,Master server game removal (implements Runnable action=remove id private_token shutdown)
class,com.corrodinggames.rts.gameFramework.j,ax,TextStream,Buffered text output stream (BufferedOutputStream ByteArrayOutputStream PrintStream text mode)
class,com.corrodinggames.rts.gameFramework.j,j,SteamOutputStream,"Steam socket output stream (extends OutputStream ""SteamSocketOutputStream: Slow write"" P2P)"
class,com.corrodinggames.rts.gameFramework.j,al,ChecksumField,Single checksum tracking field (String name long value boolean enabled registered with ChecksumCalculator)
class,com.corrodinggames.rts.gameFramework.j,w,ServerResult,Master server operation result container (String result/error ServerStatus enum HTTP callback)
class,com.corrodinggames.rts.gameFramework.j,o,RequestTimeout,HTTP request timeout handler (extends TimerTask int requestId calls n.a(id -1) 5s default)
class,com.corrodinggames.rts.gameFramework.j,x,ServerStatus,Server operation status enum (2 values: SUCCESS/FAILURE used by ServerResult)
class,com.corrodinggames.rts.gameFramework.f,g,InGameUI,Main in-game UI controller (3865 lines extends BaseGameObject selection menus camera build placement)
class,com.corrodinggames.rts.gameFramework.f,a,ActionPanel,Bottom action button panel (2425 lines extends BaseGameObject shows GameAction buttons for selected units)
class,com.corrodinggames.rts.gameFramework.f,o,Minimap,Minimap renderer (857 lines MapEngine GameHUD Paint Rect camera bounds)
class,com.corrodinggames.rts.gameFramework.f,y,StatsPanel,Stats/graphs display panel (467 lines StatsSample StatsTimeline StatsRecord StatsHistory)
class,com.corrodinggames.rts.gameFramework.f,f,RateGameDialog,Rate-the-game popup dialog (gui.rategame.text gui.rategame.yes gui.rategame.no)
class,com.corrodinggames.rts.gameFramework.f,ae,ThemeColors,UI theme/paint color manager (static Paints a/b/c instance d/e/g dark/light theme switch)
class,com.corrodinggames.rts.gameFramework.f,w,MenuItemImpl,Custom MenuItem implementation (implements MenuItem setTitle setIcon for action panel)
class,com.corrodinggames.rts.gameFramework.b,n,GLRenderer,Main OpenGL ES 2.0 sprite renderer (1151 lines implements k GLES20 Matrix FloatBuffer sprite batching)
class,com.corrodinggames.rts.gameFramework.b,ah,GLTexture,OpenGL texture wrapper (extends b Bitmap m GLES20 GLUtils.texImage2D filter=LINEAR)
class,com.corrodinggames.rts.gameFramework.b,y,DrawBatch,GL draw call batch (aa shader float[] uniforms n GLRenderer ref b GLObject texture)
class,com.corrodinggames.rts.gameFramework.b,aj,DrawCall,Single GL draw call (al shader variant float[] params n GLRenderer b GLObject texture)
class,com.corrodinggames.rts.gameFramework.b,b,GLObject,Abstract OpenGL object base (width/height texCoords k GLRenderer static WeakHashMap tracking)
class,com.corrodinggames.rts.gameFramework.m,x,TextureManager,Main texture/resource manager (904 lines implements y singleton BitmapFactory Canvas team coloring)
class,com.corrodinggames.rts.gameFramework.m,e,Texture,Core texture class (Bitmap k team color variants a/b/c width/height ref counting GameMode coloring)
class,com.corrodinggames.rts.gameFramework.m,aa,FontRenderer,Text/font rendering utility (381 lines multi-line text glyph cache Paint sprite batch text draw)
class,com.corrodinggames.rts.gameFramework.b,h,ShaderSource,GLSL shader source interface (getVertexShader getFragmentShader returns String)
class,com.corrodinggames.rts.gameFramework.b,v,LineStyle,Line drawing style (float width int color Paint.Style FILL/STROKE for SpriteBatch)
class,com.corrodinggames.rts.gameFramework.b,af,BlendMode,Empty marker interface for GL blend mode (used as type param in SpriteBatch draw)
class,com.corrodinggames.rts.gameFramework.b,l,TransformCallback,Vertex transform callback interface (float[] compute(w
class,com.corrodinggames.rts.gameFramework.f,ap,WaypointManager,Unit waypoint display manager (Paint ArrayList draws move/attack waypoints on map)
class,com.corrodinggames.rts.gameFramework.f,v,GameMenu,Custom Android Menu implementation (implements Menu ArrayList MenuItemImpl popup build/action menus)
class,com.corrodinggames.rts.gameFramework.f,an,UnitStateTracker,Unit state tracker for UI (m DataStore find by ID track ResourceComponent changes)
class,com.corrodinggames.rts.gameFramework.f,d,TextFormatter,Text layout/wrapping utility (measure height/width word-wrap multi-line formatting)
class,com.corrodinggames.rts.gameFramework.f,am,SelectionGroup,Unit selection group (extends BaseGameObject selected units ArrayList selection box draw)
class,com.corrodinggames.rts.gameFramework.f,k,ResourceDisplay,Credits/resources bar display (InGameUI parent Paint headers DataFieldCollector stats)
class,com.corrodinggames.rts.gameFramework.f,m,MessagePanel,Game message/notification panel (InGameUI parent ArrayList messages SimpleDateFormat timestamps max 95)
class,com.corrodinggames.rts.gameFramework.f,ab,StatsGraph,Stats graph data aggregator (bj type max/min/count ArrayList data series StatsSample StatsTimeline)
class,com.corrodinggames.rts.gameFramework.f,c,ActionCooldown,Per-unit per-action cooldown tracker (10s default prevents action spam static global tracker)
class,com.corrodinggames.rts.gameFramework.m,l,Renderer,Rendering abstraction interface (drawTexture drawRect drawLine clipRect setBlendMode setColor antiAlias)
class,com.corrodinggames.rts.gameFramework.m,j,CanvasRenderer,Android Canvas-based renderer (implements Renderer Canvas drawBitmap clipRect PorterDuff)
class,com.corrodinggames.rts.gameFramework.m,y,TextureManagerInterface,Texture manager interface (load bind dispose getRenderer init from Context/File)
class,com.corrodinggames.rts.gameFramework.m,z,NullSpriteBatchBackend,Null/fallback sprite batch backend (implements y returns self unavailable)
class,com.corrodinggames.rts.gameFramework.m,o,DrawContext,Rendering draw context (extends u ObjectPool Paint/Rect/RectF/Matrix pre-alloc GC-free)
class,com.corrodinggames.rts.gameFramework.m,h,TeamColorTexture,Team-colored texture (extends Texture 3 shaders: pureGreen hueAdd hueShift GLSL fragment)
class,com.corrodinggames.rts.gameFramework.m,ac,GL10Renderer,OpenGL ES 1.0/1.1 renderer wrapper (FloatBuffer IntBuffer GL10 GL11 state tracking)
class,com.corrodinggames.rts.gameFramework.m,ae,Shader,GLSL shader program (name vertex/fragment source uniform locations FileWatcher live reload)
class,com.corrodinggames.rts.gameFramework.b,ad,FramebufferTexture,Framebuffer/render-to-texture (extends GLObject GLUtils.texSubImage2D GL_LINEAR GL_TEXTURE_2D)
class,com.corrodinggames.rts.gameFramework.b,i,BlurEffect,Texture blur/downscale effect (extends BlendMode render-to-texture scale-down chain)
