jar_fqn,status,file_03
com.corrodinggames.rts.game.a.m,semantic-hit,com/corrodinggames/rts/game/ai/PlainZone.java
com.corrodinggames.rts.game.a.n,semantic-hit,com/corrodinggames/rts/game/ai/TransporterGroup.java
com.corrodinggames.rts.game.a.o,semantic-hit,com/corrodinggames/rts/game/ai/AIStrategyNode.java
com.corrodinggames.rts.game.b,semantic-hit,com/corrodinggames/rts/game/GameFlagImpl.java
com.corrodinggames.rts.game.b.a,semantic-hit,com/corrodinggames/rts/game/map/MapSpawn.java
com.corrodinggames.rts.game.b.b,semantic-hit,com/corrodinggames/rts/game/map/MapEngine.java
com.corrodinggames.rts.game.b.b$1,semantic-hit,com/corrodinggames/rts/game/map/MapEngine$1.java
com.corrodinggames.rts.game.b.b$2,semantic-hit,com/corrodinggames/rts/game/map/MapEngine$2.java
com.corrodinggames.rts.game.b.c,semantic-hit,com/corrodinggames/rts/game/map/MapRenderer.java
com.corrodinggames.rts.game.b.d,semantic-hit,com/corrodinggames/rts/game/map/MapLayerRenderer.java
com.corrodinggames.rts.game.b.e,semantic-hit,com/corrodinggames/rts/game/map/TMXMapLoader.java
com.corrodinggames.rts.game.b.f,semantic-hit,com/corrodinggames/rts/game/map/MapException.java
com.corrodinggames.rts.game.b.g,semantic-hit,com/corrodinggames/rts/game/map/MapLayer.java
com.corrodinggames.rts.game.b.h,semantic-hit,com/corrodinggames/rts/game/map/TileDrawer.java
com.corrodinggames.rts.game.b.i,semantic-hit,com/corrodinggames/rts/game/map/MapLayerDef.java
com.corrodinggames.rts.game.b.j,semantic-hit,com/corrodinggames/rts/game/map/TilesetDef.java
com.corrodinggames.rts.game.b.k,semantic-hit,com/corrodinggames/rts/game/map/TileEntry.java
com.corrodinggames.rts.game.c,semantic-hit,com/corrodinggames/rts/game/NetworkPlayer.java
com.corrodinggames.rts.game.d,semantic-hit,com/corrodinggames/rts/game/NeutralPlayer.java
com.corrodinggames.rts.game.e,semantic-hit,com/corrodinggames/rts/game/HumanPlayer.java
com.corrodinggames.rts.game.f,semantic-hit,com/corrodinggames/rts/game/MovementController.java
com.corrodinggames.rts.game.g,obf-hit,com/corrodinggames/rts/game/units/commands/slots/g.java
com.corrodinggames.rts.game.h,semantic-hit,com/corrodinggames/rts/game/TagFilter.java
com.corrodinggames.rts.game.i,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/i.java
com.corrodinggames.rts.game.i$a,semantic-hit,com/corrodinggames/rts/game/GameEngine$a.java
com.corrodinggames.rts.game.j,semantic-hit,com/corrodinggames/rts/game/ResourceLoader.java
com.corrodinggames.rts.game.k,semantic-hit,com/corrodinggames/rts/game/ScreenshotSaver.java
com.corrodinggames.rts.game.l,semantic-hit,com/corrodinggames/rts/game/Projectile.java
com.corrodinggames.rts.game.m,semantic-hit,com/corrodinggames/rts/game/ProjectileType.java
com.corrodinggames.rts.game.n,semantic-hit,com/corrodinggames/rts/game/PlayerState.java
com.corrodinggames.rts.game.o,semantic-hit,com/corrodinggames/rts/game/GameMode.java
com.corrodinggames.rts.game.p,semantic-hit,com/corrodinggames/rts/game/UnitManager.java
com.corrodinggames.rts.game.q,semantic-hit,com/corrodinggames/rts/game/ResourceType.java
com.corrodinggames.rts.game.r,semantic-hit,com/corrodinggames/rts/game/UnitTypeCount.java
com.corrodinggames.rts.game.s,semantic-hit,com/corrodinggames/rts/game/TeamUnitTracker.java
com.corrodinggames.rts.game.t,semantic-hit,com/corrodinggames/rts/game/BuildQueue.java
com.corrodinggames.rts.game.u,semantic-hit,com/corrodinggames/rts/game/LobbyPlayer.java
com.corrodinggames.rts.game.units.a,semantic-hit,com/corrodinggames/rts/game/units/UnitFlag.java
com.corrodinggames.rts.game.units.a.a,semantic-hit,com/corrodinggames/rts/game/units/actions/UnitActionBase.java
com.corrodinggames.rts.game.units.a.b,semantic-hit,com/corrodinggames/rts/game/units/actions/ActionFilter.java
com.corrodinggames.rts.game.units.a.c,semantic-hit,com/corrodinggames/rts/game/units/actions/ActionId.java
com.corrodinggames.rts.game.units.a.d,semantic-hit,com/corrodinggames/rts/game/units/actions/AttackAction.java
com.corrodinggames.rts.game.units.a.e,semantic-hit,com/corrodinggames/rts/game/units/actions/AttackMoveAction.java
com.corrodinggames.rts.game.units.a.f,semantic-hit,com/corrodinggames/rts/game/units/actions/GuardAction.java
com.corrodinggames.rts.game.units.a.g,semantic-hit,com/corrodinggames/rts/game/units/actions/BuildAction.java
com.corrodinggames.rts.game.units.a.h,semantic-hit,com/corrodinggames/rts/game/units/actions/ActionWrapper.java
com.corrodinggames.rts.game.units.a.i,semantic-hit,com/corrodinggames/rts/game/units/actions/PatrolAction.java
com.corrodinggames.rts.game.units.a.j,semantic-hit,com/corrodinggames/rts/game/units/actions/PingAction.java
com.corrodinggames.rts.game.units.a.k,semantic-hit,com/corrodinggames/rts/game/units/actions/PingType.java
com.corrodinggames.rts.game.units.a.l,semantic-hit,com/corrodinggames/rts/game/units/actions/UnitBuildAction.java
com.corrodinggames.rts.game.units.a.m,semantic-hit,com/corrodinggames/rts/game/units/actions/ReclaimAction.java
com.corrodinggames.rts.game.units.a.n,semantic-hit,com/corrodinggames/rts/game/units/actions/RepairAction.java
com.corrodinggames.rts.game.units.a.o,semantic-hit,com/corrodinggames/rts/game/units/actions/RallyPointAction.java
com.corrodinggames.rts.game.units.a.p,semantic-hit,com/corrodinggames/rts/game/units/actions/AbstractCutsceneAction.java
com.corrodinggames.rts.game.units.a.q,semantic-hit,com/corrodinggames/rts/game/units/actions/TeamChatAction.java
com.corrodinggames.rts.game.units.a.r,semantic-hit,com/corrodinggames/rts/game/units/actions/MapPingAction.java
com.corrodinggames.rts.game.units.a.s,semantic-hit,com/corrodinggames/rts/game/units/actions/GameAction.java
com.corrodinggames.rts.game.units.a.t,semantic-hit,com/corrodinggames/rts/game/units/actions/ActionCategory.java
com.corrodinggames.rts.game.units.a.u,semantic-hit,com/corrodinggames/rts/game/units/actions/ActionTargetType.java
com.corrodinggames.rts.game.units.a.v,semantic-hit,com/corrodinggames/rts/game/units/actions/BuildQueueAction.java
com.corrodinggames.rts.game.units.a.w,semantic-hit,com/corrodinggames/rts/game/units/actions/AbstractBuildAction.java
com.corrodinggames.rts.game.units.a.x,semantic-hit,com/corrodinggames/rts/game/units/actions/AbstractImmediateAction.java
com.corrodinggames.rts.game.units.a.y,semantic-hit,com/corrodinggames/rts/game/units/actions/StopAction.java
com.corrodinggames.rts.game.units.a.z,semantic-hit,com/corrodinggames/rts/game/units/actions/SellAction.java
com.corrodinggames.rts.game.units.aa,semantic-hit,com/corrodinggames/rts/game/units/ResourceRate.java
com.corrodinggames.rts.game.units.ab,semantic-hit,com/corrodinggames/rts/game/units/UnitState.java
com.corrodinggames.rts.game.units.ac,semantic-hit,com/corrodinggames/rts/game/units/DecorType1.java
com.corrodinggames.rts.game.units.ad,semantic-hit,com/corrodinggames/rts/game/units/UnitAttachment.java
com.corrodinggames.rts.game.units.ae,semantic-hit,com/corrodinggames/rts/game/units/DecorType2.java
com.corrodinggames.rts.game.units.af,semantic-hit,com/corrodinggames/rts/game/units/UnitTransform.java
com.corrodinggames.rts.game.units.ag,semantic-hit,com/corrodinggames/rts/game/units/PathState.java
com.corrodinggames.rts.game.units.ah,semantic-hit,com/corrodinggames/rts/game/units/DecorType3.java
com.corrodinggames.rts.game.units.ai,semantic-hit,com/corrodinggames/rts/game/units/FireDecoration.java
com.corrodinggames.rts.game.units.aj,semantic-hit,com/corrodinggames/rts/game/units/DecorType4.java
com.corrodinggames.rts.game.units.ak,semantic-hit,com/corrodinggames/rts/game/units/UnitShield.java
com.corrodinggames.rts.game.units.al,semantic-hit,com/corrodinggames/rts/game/units/TreeDecoration.java
com.corrodinggames.rts.game.units.am,semantic-hit,com/corrodinggames/rts/game/units/UnitInstance.java
com.corrodinggames.rts.game.units.an,semantic-hit,com/corrodinggames/rts/game/units/PlayerUnitIndicator.java
com.corrodinggames.rts.game.units.ao,semantic-hit,com/corrodinggames/rts/game/units/MovementTypeEnum.java
com.corrodinggames.rts.game.units.ap,semantic-hit,com/corrodinggames/rts/game/units/UnitTurret.java
com.corrodinggames.rts.game.units.aq,semantic-hit,com/corrodinggames/rts/game/units/PathfindingHelper.java
com.corrodinggames.rts.game.units.ar,semantic-hit,com/corrodinggames/rts/game/units/UnitRegistry.java
com.corrodinggames.rts.game.units.ar$1,semantic-hit,com/corrodinggames/rts/gameFramework/utility/UnitRegistry$1.java
com.corrodinggames.rts.game.units.ar$10,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$11,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$12,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$13,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$14,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$15,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$16,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$17,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$18,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$19,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$2,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$20,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$21,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$22,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$23,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$24,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$25,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$26,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$27,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$28,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$29,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$3,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$30,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$31,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$32,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$33,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$34,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$35,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$36,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$37,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$38,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$39,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$4,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$40,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$41,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$42,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$43,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$44,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$45,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$46,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$47,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$48,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$49,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$5,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$50,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$51,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$52,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$53,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$6,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$7,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$8,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.ar$9,inner-via-outer,com/corrodinggames/rts/game/units/custom/ar.java
com.corrodinggames.rts.game.units.as,semantic-hit,com/corrodinggames/rts/game/units/UnitTypeHandle.java
com.corrodinggames.rts.game.units.at,obf-hit,com/corrodinggames/rts/game/units/at.java
com.corrodinggames.rts.game.units.au,semantic-hit,com/corrodinggames/rts/game/units/WeaponAction.java
com.corrodinggames.rts.game.units.av,semantic-hit,com/corrodinggames/rts/game/units/WeaponTypeEnum.java
com.corrodinggames.rts.game.units.b,semantic-hit,com/corrodinggames/rts/game/units/PathResult.java
com.corrodinggames.rts.game.units.b.a,semantic-hit,com/corrodinggames/rts/game/units/buildings/UnitBehavior.java
com.corrodinggames.rts.game.units.b.b,semantic-hit,com/corrodinggames/rts/game/units/buildings/AbstractUnitBehavior.java
com.corrodinggames.rts.game.units.b.c,semantic-hit,com/corrodinggames/rts/game/units/buildings/AttackBehavior.java
com.corrodinggames.rts.game.units.b.c$1,semantic-hit,com/corrodinggames/rts/game/units/buildings/AttackBehavior$1.java
com.corrodinggames.rts.game.units.b.c$2,semantic-hit,com/corrodinggames/rts/game/units/buildings/AttackBehavior$2.java
com.corrodinggames.rts.game.units.b.d,semantic-hit,com/corrodinggames/rts/game/units/buildings/MoveBehavior.java
com.corrodinggames.rts.game.units.b.d$1,semantic-hit,com/corrodinggames/rts/game/units/buildings/MoveBehavior$1.java
com.corrodinggames.rts.game.units.b.d$2,semantic-hit,com/corrodinggames/rts/game/units/buildings/MoveBehavior$2.java
com.corrodinggames.rts.game.units.b.e,semantic-hit,com/corrodinggames/rts/game/units/buildings/BuildBehavior.java
com.corrodinggames.rts.game.units.b.f,semantic-hit,com/corrodinggames/rts/game/units/buildings/RepairBehavior.java
com.corrodinggames.rts.game.units.c,semantic-hit,com/corrodinggames/rts/game/units/AbstractUnitBase.java
com.corrodinggames.rts.game.units.c.a,semantic-hit,com/corrodinggames/rts/game/units/special/MeleeBugUnit.java
com.corrodinggames.rts.game.units.custom.a,semantic-hit,com/corrodinggames/rts/game/units/custom/RangeValue.java
com.corrodinggames.rts.game.units.custom.a.a,obf-hit,com/a/a/a/a.java
com.corrodinggames.rts.game.units.custom.a.a.a,semantic-hit,com/corrodinggames/rts/game/units/custom/actions/base/CustomActionBase.java
com.corrodinggames.rts.game.units.custom.a.a.b,semantic-hit,com/corrodinggames/rts/game/units/custom/actions/base/CustomWeaponAction.java
com.corrodinggames.rts.game.units.custom.a.a.c,obf-hit,com/corrodinggames/rts/game/units/custom/actions/c.java
com.corrodinggames.rts.game.units.custom.a.a.d,obf-hit,com/corrodinggames/rts/game/units/commands/slots/d.java
com.corrodinggames.rts.game.units.custom.a.a.e,obf-hit,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.game.units.custom.a.a.f,obf-hit,com/corrodinggames/rts/game/units/commands/slots/f.java
com.corrodinggames.rts.game.units.custom.a.a.g,obf-hit,com/corrodinggames/rts/game/units/commands/slots/g.java
com.corrodinggames.rts.game.units.custom.a.a.h,semantic-hit,com/corrodinggames/rts/game/units/custom/actions/base/CustomRepairAction.java
com.corrodinggames.rts.game.units.custom.a.a.i,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/i.java
com.corrodinggames.rts.game.units.custom.a.a.j,semantic-hit,com/corrodinggames/rts/game/units/custom/actions/base/CustomTransportAction.java
